cod_cim,matched_symptoms
W59823001,['alte preparate urologice (incl. antispastice) medicamente pt. trat. disfunctiei erectile']
W59823002,['alte preparate urologice (incl. antispastice) medicamente pt. trat. disfunctiei erectile']
W59823003,['alte preparate urologice (incl. antispastice) medicamente pt. trat. disfunctiei erectile']
W59823004,['alte preparate urologice (incl. antispastice) medicamente pt. trat. disfunctiei erectile']
W69730001,"['combinatii antagonisti ai angiotensinaei ii', 'antagonisti ai angiotensinaei ii', 'combinatii']"
W64479001,"['combinatii antagonisti ai angiotensinaei ii', 'antagonisti ai angiotensinaei ii', 'combinatii']"
W64480001,"['combinatii antagonisti ai angiotensinaei ii', 'antagonisti ai angiotensinaei ii', 'combinatii']"
W69729001,"['combinatii antagonisti ai angiotensinaei ii', 'antagonisti ai angiotensinaei ii', 'combinatii']"
W64481001,"['combinatii antagonisti ai angiotensinaei ii', 'antagonisti ai angiotensinaei ii', 'combinatii']"
W66898001,['imunosupresoare anticorpi monoclonali']
W66899001,['imunosupresoare anticorpi monoclonali']
W61129001,['imunosupresoare anticorpi monoclonali']
W71263001,['med. ce influenteaza in structura osoasa si mineralizare alte med. ce influenteaza structura osoasa si mineralizarea']
W70363001,['antagonisti hormonali si substante inrudite antiandrogeni']
W70363002,['antagonisti hormonali si substante inrudite antiandrogeni']
W71152001,['antagonisti hormonali si substante inrudite antiandrogeni']
W71152002,['antagonisti hormonali si substante inrudite antiandrogeni']
W71152003,['antagonisti hormonali si substante inrudite antiandrogeni']
W69891001,['antagonisti hormonali si substante inrudite antiandrogeni']
W69891002,['antagonisti hormonali si substante inrudite antiandrogeni']
W69891003,['antagonisti hormonali si substante inrudite antiandrogeni']
W69891004,['antagonisti hormonali si substante inrudite antiandrogeni']
W69891005,['antagonisti hormonali si substante inrudite antiandrogeni']
W69891006,['antagonisti hormonali si substante inrudite antiandrogeni']
W69891007,['antagonisti hormonali si substante inrudite antiandrogeni']
W69892001,['antagonisti hormonali si substante inrudite antiandrogeni']
W69892002,['antagonisti hormonali si substante inrudite antiandrogeni']
W69892003,['antagonisti hormonali si substante inrudite antiandrogeni']
W69892004,['antagonisti hormonali si substante inrudite antiandrogeni']
W69892005,['antagonisti hormonali si substante inrudite antiandrogeni']
W69892006,['antagonisti hormonali si substante inrudite antiandrogeni']
W69892007,['antagonisti hormonali si substante inrudite antiandrogeni']
W70724001,['antagonisti hormonali si substante inrudite antiandrogeni']
W70724002,['antagonisti hormonali si substante inrudite antiandrogeni']
W70724003,['antagonisti hormonali si substante inrudite antiandrogeni']
W70724004,['antagonisti hormonali si substante inrudite antiandrogeni']
W70725001,['antagonisti hormonali si substante inrudite antiandrogeni']
W70725002,['antagonisti hormonali si substante inrudite antiandrogeni']
W70725003,['antagonisti hormonali si substante inrudite antiandrogeni']
W70725004,['antagonisti hormonali si substante inrudite antiandrogeni']
W70731001,['antagonisti hormonali si substante inrudite antiandrogeni']
W70731002,['antagonisti hormonali si substante inrudite antiandrogeni']
W70731003,['antagonisti hormonali si substante inrudite antiandrogeni']
W70732001,['antagonisti hormonali si substante inrudite antiandrogeni']
W70732002,['antagonisti hormonali si substante inrudite antiandrogeni']
W70732003,['antagonisti hormonali si substante inrudite antiandrogeni']
W68905001,['antivirale cu actiune directa']
W68915001,['antivirale cu actiune directa']
W68904001,['antivirale cu actiune directa']
W64754001,['antivirale cu actiune directa']
W61068001,"['antibiotice beta-lactamice', 'peniciline peniciline cu spectru larg']"
W61067001,"['antibiotice beta-lactamice', 'peniciline peniciline cu spectru larg']"
W44071003,"['antibiotice beta-lactamice', 'peniciline peniciline cu spectru larg']"
W44071002,"['antibiotice beta-lactamice', 'peniciline peniciline cu spectru larg']"
W63540001,['preparate pt. trat. acneei de uz topic retinoizi de uz topic utilizati in acnee']
W63540002,['preparate pt. trat. acneei de uz topic retinoizi de uz topic utilizati in acnee']
W63540003,['preparate pt. trat. acneei de uz topic retinoizi de uz topic utilizati in acnee']
W63540004,['preparate pt. trat. acneei de uz topic retinoizi de uz topic utilizati in acnee']
W63540005,['preparate pt. trat. acneei de uz topic retinoizi de uz topic utilizati in acnee']
W63540006,['preparate pt. trat. acneei de uz topic retinoizi de uz topic utilizati in acnee']
W63540007,['preparate pt. trat. acneei de uz topic retinoizi de uz topic utilizati in acnee']
W63540008,['preparate pt. trat. acneei de uz topic retinoizi de uz topic utilizati in acnee']
W63540009,['preparate pt. trat. acneei de uz topic retinoizi de uz topic utilizati in acnee']
W63540010,['preparate pt. trat. acneei de uz topic retinoizi de uz topic utilizati in acnee']
W69284001,['preparate pt. trat. acneei de uz topic retinoizi de uz topic utilizati in acnee']
W69284002,['preparate pt. trat. acneei de uz topic retinoizi de uz topic utilizati in acnee']
W69284003,['preparate pt. trat. acneei de uz topic retinoizi de uz topic utilizati in acnee']
W69284004,['preparate pt. trat. acneei de uz topic retinoizi de uz topic utilizati in acnee']
W69284005,['preparate pt. trat. acneei de uz topic retinoizi de uz topic utilizati in acnee']
W69284006,['preparate pt. trat. acneei de uz topic retinoizi de uz topic utilizati in acnee']
W69284007,['preparate pt. trat. acneei de uz topic retinoizi de uz topic utilizati in acnee']
W69284008,['preparate pt. trat. acneei de uz topic retinoizi de uz topic utilizati in acnee']
W69284009,['preparate pt. trat. acneei de uz topic retinoizi de uz topic utilizati in acnee']
W69284010,['preparate pt. trat. acneei de uz topic retinoizi de uz topic utilizati in acnee']
W69656001,['antiepileptice alte antiepileptice']
W68719001,['stimulante cardiace excl. glicozizi cardiotonici med.adrenergice si dopaminergice']
W68719002,['stimulante cardiace excl. glicozizi cardiotonici med.adrenergice si dopaminergice']
W68720001,['stimulante cardiace excl. glicozizi cardiotonici med.adrenergice si dopaminergice']
W68720002,['stimulante cardiace excl. glicozizi cardiotonici med.adrenergice si dopaminergice']
W64517001,['antibiotice citotoxice si substante inrudite antracicline si substante inrudite']
W64517002,['antibiotice citotoxice si substante inrudite antracicline si substante inrudite']
W64517003,['antibiotice citotoxice si substante inrudite antracicline si substante inrudite']
W64517004,['antibiotice citotoxice si substante inrudite antracicline si substante inrudite']
W64517005,['antibiotice citotoxice si substante inrudite antracicline si substante inrudite']
W44046001,['sulfonamide si trimethoprim combinatii de sulfonamide cu trimethoprim incl. derivati']
W65303002,['antivirale cu actiune directa inhib. nucleozidici si nucleotidici ai reverstranscriptazei']
W65302002,['antivirale cu actiune directa inhib. nucleozidici si nucleotidici ai reverstranscriptazei']
W65302003,['antivirale cu actiune directa inhib. nucleozidici si nucleotidici ai reverstranscriptazei']
W62960001,[]
W62960002,[]
W62960003,[]
W62960004,[]
W62960005,[]
W62960006,[]
W62961001,[]
W62961002,[]
W62961003,[]
W62961004,[]
W62961005,[]
W62961006,[]
W61253001,[]
W61253002,[]
W61253003,[]
W61253004,[]
W61253005,[]
W61253006,[]
W61254006,[]
W61254001,[]
W61254002,[]
W61254003,[]
W61254004,[]
W61254005,[]
W69659001,['analogi ai glp-1 combinatii de antidiabetice orale']
W69659002,['analogi ai glp-1 combinatii de antidiabetice orale']
W69659003,['analogi ai glp-1 combinatii de antidiabetice orale']
W69659004,['analogi ai glp-1 combinatii de antidiabetice orale']
W69659005,['analogi ai glp-1 combinatii de antidiabetice orale']
W69659006,['analogi ai glp-1 combinatii de antidiabetice orale']
W69659007,['analogi ai glp-1 combinatii de antidiabetice orale']
W69659008,['analogi ai glp-1 combinatii de antidiabetice orale']
W69659009,['analogi ai glp-1 combinatii de antidiabetice orale']
W69659010,['analogi ai glp-1 combinatii de antidiabetice orale']
W69659011,['analogi ai glp-1 combinatii de antidiabetice orale']
W69659012,['analogi ai glp-1 combinatii de antidiabetice orale']
W69659013,['analogi ai glp-1 combinatii de antidiabetice orale']
W69659014,['analogi ai glp-1 combinatii de antidiabetice orale']
W69659015,['analogi ai glp-1 combinatii de antidiabetice orale']
W69659016,['analogi ai glp-1 combinatii de antidiabetice orale']
W69659017,['analogi ai glp-1 combinatii de antidiabetice orale']
W69659018,['analogi ai glp-1 combinatii de antidiabetice orale']
W69659019,['analogi ai glp-1 combinatii de antidiabetice orale']
W69659020,['analogi ai glp-1 combinatii de antidiabetice orale']
W69659021,['analogi ai glp-1 combinatii de antidiabetice orale']
W69659022,['analogi ai glp-1 combinatii de antidiabetice orale']
W69659023,['analogi ai glp-1 combinatii de antidiabetice orale']
W69659024,['analogi ai glp-1 combinatii de antidiabetice orale']
W69659025,['analogi ai glp-1 combinatii de antidiabetice orale']
W69659026,['analogi ai glp-1 combinatii de antidiabetice orale']
W69659027,['analogi ai glp-1 combinatii de antidiabetice orale']
W69659028,['analogi ai glp-1 combinatii de antidiabetice orale']
W69659029,['analogi ai glp-1 combinatii de antidiabetice orale']
W69659030,['analogi ai glp-1 combinatii de antidiabetice orale']
W69659031,['analogi ai glp-1 combinatii de antidiabetice orale']
W69659032,['analogi ai glp-1 combinatii de antidiabetice orale']
W69659033,['analogi ai glp-1 combinatii de antidiabetice orale']
W69659034,['analogi ai glp-1 combinatii de antidiabetice orale']
W69659035,['analogi ai glp-1 combinatii de antidiabetice orale']
W69659036,['analogi ai glp-1 combinatii de antidiabetice orale']
W69659037,['analogi ai glp-1 combinatii de antidiabetice orale']
W69659038,['analogi ai glp-1 combinatii de antidiabetice orale']
W69659039,['analogi ai glp-1 combinatii de antidiabetice orale']
W69659040,['analogi ai glp-1 combinatii de antidiabetice orale']
W69659041,['analogi ai glp-1 combinatii de antidiabetice orale']
W69659042,['analogi ai glp-1 combinatii de antidiabetice orale']
W69659043,['analogi ai glp-1 combinatii de antidiabetice orale']
W69659044,['analogi ai glp-1 combinatii de antidiabetice orale']
W69659045,['analogi ai glp-1 combinatii de antidiabetice orale']
W69659046,['analogi ai glp-1 combinatii de antidiabetice orale']
W69659047,['analogi ai glp-1 combinatii de antidiabetice orale']
W69659048,['analogi ai glp-1 combinatii de antidiabetice orale']
W69659049,['analogi ai glp-1 combinatii de antidiabetice orale']
W69659050,['analogi ai glp-1 combinatii de antidiabetice orale']
W69659051,['analogi ai glp-1 combinatii de antidiabetice orale']
W69659052,['analogi ai glp-1 combinatii de antidiabetice orale']
W69659053,['analogi ai glp-1 combinatii de antidiabetice orale']
W69659054,['analogi ai glp-1 combinatii de antidiabetice orale']
W70258001,['antitrombotice antiagregante plachetare']
W70259001,['antitrombotice antiagregante plachetare']
W65944002,['anticorpi monoclonali si conjugati anticorp medicament']
W63144001,['expectorante excl. combinatii cu antitusive mucolitice']
W63145002,['expectorante excl. combinatii cu antitusive mucolitice']
W63143001,['expectorante excl. combinatii cu antitusive mucolitice']
W63143002,['expectorante excl. combinatii cu antitusive mucolitice']
W63832001,['imunosupresoare inhibitori de factor de necroza (tnf)tumorala  alfa']
W63831001,['imunosupresoare inhibitori de factor de necroza (tnf)tumorala  alfa']
W70422001,['alte antineoplazice alte antineoplazice']
W70422002,['alte antineoplazice alte antineoplazice']
W70422003,['alte antineoplazice alte antineoplazice']
W70422004,['alte antineoplazice alte antineoplazice']
W61210001,"['macrolide', 'lincosamide si streptogramine macrolide']"
W61210002,"['macrolide', 'lincosamide si streptogramine macrolide']"
W64376001,['alte  antineoplazice alte antineoplazice']
W69761001,['antagonisti hormonali si substante inrudite antiandrogeni']
W69761002,['antagonisti hormonali si substante inrudite antiandrogeni']
W69761003,['antagonisti hormonali si substante inrudite antiandrogeni']
W65819001,['antagonisti hormonali si substante inrudite antiandrogeni']
W65819002,['antagonisti hormonali si substante inrudite antiandrogeni']
W67334001,['alte  antineoplazice inhibitori de protein-kinaza']
W67334002,['alte  antineoplazice inhibitori de protein-kinaza']
W67335001,['alte  antineoplazice inhibitori de protein-kinaza']
W67335002,['alte  antineoplazice inhibitori de protein-kinaza']
W67333001,['alte  antineoplazice inhibitori de protein-kinaza']
W67333002,['alte  antineoplazice inhibitori de protein-kinaza']
W70244001,['inhibitori de protein-kinaza']
W70244002,['inhibitori de protein-kinaza']
W70245001,['inhibitori de protein-kinaza']
W70245002,['inhibitori de protein-kinaza']
W70243001,['inhibitori de protein-kinaza']
W70243002,['inhibitori de protein-kinaza']
W64328002,['inhibitori de protein-kinaza']
W64329002,['inhibitori de protein-kinaza']
W61726001,['inhibitori ai enzimei de conversie a angiotensinei inhibitori ai enzimei de conversie a angiotensinei']
W61727001,['inhibitori ai enzimei de conversie a angiotensinei inhibitori ai enzimei de conversie a angiotensinei']
W69268001,['alte antibiotice betalactamice carbapeneme']
W69268002,['alte antibiotice betalactamice carbapeneme']
W68535001,['alte antibiotice betalactamice carbapeneme']
W68535002,['alte antibiotice betalactamice carbapeneme']
W64200001,['alte antibiotice betalactamice carbapeneme']
W63918001,['alte antibiotice betalactamice carbapeneme']
W69164001,['alte antibiotice betalactamice carbapeneme']
W69164002,['alte antibiotice betalactamice carbapeneme']
W64379001,['imunosupresoare alte imunosupresoare']
W43332001,['contraceptive hormonale pentru uz sistemic contraceptive de urgenta']
W61414001,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W61414002,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W61414003,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W61414004,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W61414005,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W61414006,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W61414007,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W61414008,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W61414009,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W61416001,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W61416002,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W61416003,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W61416004,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W61416005,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W61416006,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W61416007,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W61416008,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W70058001,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W70058002,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W70058003,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W70058004,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W70058005,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W70058006,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W70058007,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W70058008,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W69833001,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W69833002,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W69833003,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W69833004,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W69833005,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W69833006,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W69833007,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W69833008,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W69833009,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W69833010,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W69833011,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W69833012,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W69834001,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W69834002,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W69834003,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W69834004,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W69834005,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W69834006,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W69834007,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W69834008,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W69834009,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W69834010,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W69834011,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W69834012,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W69832001,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W69832002,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W69832003,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W69832004,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W69832005,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W69832006,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W69832007,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W69832008,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W69832009,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W69832010,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W69832011,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W69832012,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W68274001,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W68274002,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W68274003,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W68274004,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W68274005,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W68274006,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W68274007,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W68274008,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W68274009,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W68274010,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W68274011,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W68274012,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W68276001,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W68276002,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W68276003,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W68276004,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W68276005,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W68276006,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W68276007,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W68276008,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W68276009,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W68276010,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W68276011,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W60875001,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W60875002,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W60875003,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W60875004,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W60875005,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W60875006,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W60875007,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W60875008,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W60875009,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W60875010,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W60875011,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W60875012,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W65213003,['antinematode derivati de benzimidazol']
W65213004,['antinematode derivati de benzimidazol']
W65213002,['antinematode derivati de benzimidazol']
W63436001,['miorelaxante periferice derivati cuaternari de amoniu']
W63436002,['miorelaxante periferice derivati cuaternari de amoniu']
W63436003,['miorelaxante periferice derivati cuaternari de amoniu']
W67732001,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W67732002,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W68187001,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W68187002,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W65507001,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W65507002,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W65507003,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W65507004,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W65507005,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W65507006,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W65507007,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W65507008,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W65507009,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W65507010,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W65507011,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W65507012,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W65507013,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W65507014,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W65507015,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W65507016,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W65507017,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W65507018,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W65507019,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W65507020,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W65507021,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W65507022,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W56303001,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W56303002,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W56303003,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W56303004,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W56303005,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W56303006,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W56303007,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W56303008,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W56303009,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W56303010,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W56303011,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W56303012,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W56303013,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W56303014,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W56303015,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W56303016,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W56303017,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W56303018,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W56303019,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W56303020,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W56303021,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W56303022,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W65509001,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W65509002,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W65509003,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W65509004,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W65509005,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W65509006,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W65509007,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W65509008,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W65509009,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W65509010,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W65509011,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W65509012,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W65509013,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W65509014,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W65509015,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W65509016,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W65509017,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W65509018,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W65509019,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W65509020,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W65509021,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W65509022,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W56304001,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W56304002,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W56304003,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W56304004,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W56304005,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
